desc,gpt4
proparacaine hydrochloride 5 mg/ml ophthalmic solution,0.0
sodium bicarbonate,0.05
inosine,0.1
lidocaine hydrochloride 20 mg/ml injectable solution,0.1
ascorbic acid / cranberry preparation / lactobacillus sporogenes,0.05
proparacaine ophthalmic product,0.0
cocaine topical product,0.0
lidocaine / menthol,0.1
lidocaine / prilocaine,0.05
capsaicin / lidocaine / menthol / methyl salicylate,0.65
lidocaine hydrochloride 20 mg/ml mucous membrane topical solution,0.05
lidocaine 0.05 mg/mg topical ointment,0.2
glydo,0.0
30 ml lidocaine hydrochloride 10 mg/ml injection,0.1
benzalkonium / lidocaine,0.05
lidocaine hydrochloride 10 mg/ml injectable solution,0.1
xylocaine,0.1
lidocaine hydrochloride 0.02 mg/mg topical gel,0.2
lidocaine / tetracaine topical product,0.1
ascorbic acid 35 mg/ml / cholecalciferol 0.01 mg/ml / vitamin a 0.45 mg/ml oral solution,0.05
potassium chloride,0.0
alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine,0.0
"250 ml heparin sodium, porcine 100 unt/ml injection",0.0
chromic chloride / copper sulfate / manganese sulfate / selenious acid / zinc sulfate,0.05
magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate,0.0
potassium acetate,0.0
ascorbic acid 500 mg oral tablet,0.05
potassium acetate / potassium bicarbonate / potassium citrate,0.0
ascorbic acid / beta carotene / cuprous oxide / vitamin e / zinc oxide,0.05
calcium chloride / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium citrate,0.0
ascorbic acid / iron carbonyl,0.05
lidocaine / tetracaine,0.05
lifitegrast,0.1
ascorbic acid / bacillus coagulans / cranberry preparation,0.05
ascorbic acid / ferrous fumarate / folic acid / vitamin b12,0.05
dexpanthenol,0.05
cyclosporine ophthalmic product,0.2
vitamin a/vitamin d,0.05
infuvite,0.1
"heparin sodium, porcine 10000 unt/ml injectable solution",0.05
glucose / heparin,0.0
activase,0.0
lidocaine topical product,0.2
sandimmune,0.85
ascorbic acid / cranberry preparation,0.05
"500 ml heparin sodium, porcine 2 unt/ml injection",0.05
acetylcysteine 200 mg/ml inhalation solution,0.0
ascorbic acid / niacin,0.0
"heparin sodium, porcine 10 unt/ml prefilled syringe",0.05
ascorbic acid/bioflavonoids,0.1
ascorbic acid / beta carotene / cuprous oxide / lutein / sodium selenate / vitamin e / zinc oxide,0.05
ascorbic acid / cuprous oxide / lutein / vitamin e / zinc oxide,0.05
"magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic",0.05
polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,0.0
calcium chloride,0.0
chromous chloride / copper sulfate / manganese chloride / zinc chloride,0.0
calcium chloride / potassium chloride / sodium chloride,0.0
omeprazole / sodium bicarbonate,0.0
chromic chloride / copper sulfate / manganese sulfate / zinc sulfate,0.05
ascorbic acid / polyethylene glycol 3350 / potassium chloride / sodium ascorbate / sodium chloride / sodium sulfate,0.0
lidocaine 25 mg/ml / prilocaine 25 mg/ml topical cream,0.1
glucarpidase_1000_units_vial,0.05
osteochondritis dissecans,0.1
zinc sulfate,0.05
occult blood panel,0.05
aspirin / citric acid / sodium bicarbonate,0.1
potassium chloride / sodium chloride,0.0
sodium acetate,0.0
magnesium sulfate / potassium sulfate / sodium sulfate,0.0
potassium chloride 10 meq extended release oral tablet,0.0
polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate,0.0
chromous chloride / copper sulfate / manganese sulfate / selenious acid / zinc sulfate,0.05
alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / sodium metabisulfite / taurine / threonine / tryptophan / tyrosine / valine,0.0
citric acid / simethicone / sodium bicarbonate,0.0
1000 ml glucose 50 mg/ml / sodium chloride 4.5 mg/ml injection,0.05
glucose / potassium chloride,0.0
calcium carbonate / magnesium chloride,0.0
1000 ml glucose 50 mg/ml / potassium chloride 0.04 meq/ml / sodium chloride 4.5 mg/ml injection,0.05
klor-con,0.0
trophamine 10 %,0.0
potassium chloride 20 meq powder for oral solution,0.0
calcium chloride 0.001 meq/ml / glucose 50 mg/ml / potassium chloride 0.004 meq/ml / sodium chloride 0.103 meq/ml / sodium lactate 0.028 meq/ml injectable solution,0.0
"sodium phosphate / sodium phosphate, monobasic",0.05
benzyl alcohol / sodium chloride,0.0
citric acid / potassium bicarbonate / sodium bicarbonate,0.0
calcium chloride / lactate / potassium chloride / sodium chloride,0.0
30 ml sodium chloride 234 mg/ml injection,0.05
sodium glycerophosphate,0.05
100 ml sodium chloride 9 mg/ml injection,0.05
colyte,0.0
clinimix e 4.25/5,0.0
zinc sulfate 220 mg oral capsule,0.1
500 ml sodium chloride 30 mg/ml injection,0.05
50 ml sodium chloride 9 mg/ml injection,0.05
calcium chloride / icodextrin / lactate / magnesium chloride / sodium chloride,0.0
potassium phosphate/sodium phosphate,0.05
glucose / sodium chloride,0.0
sodium chloride 1000 mg oral tablet,0.0
20 ml potassium chloride 2 meq/ml injection,0.0
calcium chloride / glucose / lactate / magnesium chloride / sodium chloride,0.0
10 ml potassium chloride 2 meq/ml injection,0.05
calcium chloride 0.0014 meq/ml / glucose 50 mg/ml / potassium chloride 0.024 meq/ml / sodium chloride 0.103 meq/ml / sodium lactate 0.028 meq/ml injectable solution,0.0
10 ml calcium chloride 100 mg/ml prefilled syringe,0.05
20 ml sodium acetate 2 meq/ml injection,0.05
deep sea,0.0
1000 ml potassium chloride 0.02 meq/ml / sodium chloride 9 mg/ml injection,0.0
sodium chloride 9 mg/ml injection,0.01
50 ml magnesium sulfate 40 mg/ml injection,0.05
calcium chloride / magnesium chloride / potassium chloride / sodium acetate / sodium chloride,0.05
clinimix e 5/15,0.0
potassium lactate,0.01
1000 ml glucose 50 mg/ml / sodium chloride 9 mg/ml injection,0.05
sodium bicarbonate 650 mg oral tablet,0.01
50 ml sodium bicarbonate 84 mg/ml prefilled syringe,0.01
100 ml potassium chloride 0.1 meq/ml injection,0.0
hepatitis c virus ab band pattern,0.05
calcium carbonate / magnesium oxide / zinc sulfate,0.05
sodium phosphate,0.05
zinc chloride,0.0
"total protein, synovial fluid",0.75
"sodium alginate+sodium bicarbonate 250 mg+133.5 mg/5 ml (gaviscon), oral susp, bottle 250 ml",0.0
"placement of an intraperitoneal catheter for peritoneal dialysis, via transcutaneous route",0.0
"destruction of tracheobronchial tree lesion with laser, by fibroscopy",0.05
ckappa,0.1
admission for suspected myocardial infarction,0.05
lumbar ureteral stone removal by laparoscopy or retroperitoneoscopy,0.0
biopsy of lesion of the perianal region and/or anal canal,0.05
"coronary artery recanalization with stent placement, via percutaneous arterial route",0.05
renal cystic dysplasia,0.0
intraoperative injection supplement of radiological contrast agent into the urinary tract for radiographic imaging,0.0
a1 microglob urine,0.05
"change of a ureteral stent, by retrograde endoscopy",0.0
ureteral dilation by ureterocystoscopy with radiological guidance,0.0
endoscopic removal of stone or foreign body from the bladder,0.0
septicemia,0.1
kidney biopsy histopathological examination with special staining for non-carcinological disease diagnosis,0.05
tenecteplase,0.0
o.r. procedures for obesity without cc/mcc,0.0
elastic band ligation of hemorrhoids,0.0
"calcium + cholecalciferol 600 mg + 400 iu (natecal vitamin d3), orodispersible tablets",0.1
percutaneous removal of a simple renal calculus,0.0
"intraluminal dilation of the trunk of the intracranial internal carotid artery with stenting, by transcutaneous arterial route",0.0
"ligation of the internal iliac [hypogastric] arteries for postpartum hemorrhage, by laparotomy",0.0
calcium chloride 0.0014 meq/ml / potassium chloride 0.004 meq/ml / sodium chloride 0.103 meq/ml / sodium lactate 0.028 meq/ml injectable solution,0.0
cryoproteins,0.2
calprotectin,0.2
mannose-binding protein,0.1
cystatin c,0.05
pregnancy associated plasma protein a,0.05
toxic effect of noxious substances eaten as food,0.0
mononuclear cell collection by cytapheresis for cell therapy,0.2
intravenous contrast material injection supplement during a radiographic or ct examination,0.1
wrist disarticulation,0.1
"calcium+cholecalciferol 500 mg+400 iu (densical vitamin d3), chewable or sublingual tablets",0.1
treatment,0.1
"dpa physioneal 40, ca=1.25, 2.27% glucose, single pouch luer2. 5l (ref rpb5293r)",0.05
"ethinylestradiol+cyproterone 35 mcg+2 mg (diane 35 mcg), tablet",0.0
palivizumab,0.0
inflammatory protein,0.25
olsalazine,0.85
allergic conjunctivitis,0.05
"tibio-talo-calcaneal and midtarsal arthrodesis, by arthrotomy",0.2
Cell Fractions/Differential,0.1
cl elimination,0.0
gouty arthropathy in sickle-cell disorders (d57-$),0.05
dornase alfa,0.0
"joint crystals, number",0.2
presence of unspecified artificial shoulder joint,0.1
presence of a surgical arthrodesis,0.2
presence of right artificial shoulder joint,0.1
shoulder joint replacement,0.3
angina pectoris,0.0
type 2 diabetes with renal manifestations,0.05
breast cancer,0.0
bladder neck obstruction,0.0
alprostadil,0.1
paroxysmal ventricular tachycardia,0.0
acute pancreatitis,0.0
hypercalcemia,0.1
renal failure,0.1
convulsions,0.05
peptic ulcer (excl. esophageal),0.0
hydronephrosis,0.05
5'-nucleotidase,0.05
asparaginase,0.01
angiotensin converting enzyme,0.05
other synovial and tendon disorders in diseases classified elsewhere,0.65
arthritis other parasitic infectious diseases ca - hand joints,0.2
spondylosis with myelopathy,0.2
"malignant neoplasm of kidney, except pelvis",0.0
paralytic ileus,0.05
other specified joint disorders nec,0.65
knee joint replacement,0.65
fve title,0.0
**hapt,0.05
l,0.0
title,0.0
hip joint replacement,0.25
i,0.0
family history of arthritis,0.25
streptococcus,0.05
c26 0,0.0
see below,0.0
0.4,0.0
s comment,0.0
tumor necrosis factor alpha,0.85
adenovirus,0.0
babesia duncani ab,0.0
erenumab,0.0
t comment,0.0
adenovirus ag,0.05
methotrexate u,0.9
p comment,0.0
easivent,0.0
lymphocyte,0.2
"arthritis in other bacterial diseases, unspecified site",0.1
arthritis in the course of other viral diseases - knee joint,0.2
anti-ri d antibody,0.85
rituxan,0.85
juvenile arthritis in the course of other diseases - knee joint,0.75
mutilating arthritis (l405$) - wrist joint,0.85
meningococcal arthritis (a398$) - hip and sacroiliac joints,0.1
electronic consult / referral to rheumatology,0.85
juvenile arthritis in crohn's disease (k50-$) - site unspecified,0.2
rsv,0.0
arthritis pain er 650 mg ca,0.25
arthritis in mycoses (b35-b49$) - knee joint,0.1
other autoimmune hemolytic anemia,0.2
anti-ri antibody test,0.75
other joint replacement,0.25
traumatic arthropathy - elbow joint,0.1
arthropathy in crohn's disease (k50-$),0.1
"primary osteoarthritis, other specified site",0.1
"reactions - complications, no reported accident - cardiac catheterization",0.05
alcohol intoxication and exposure to alcohol (ethanol) - unspecified place,0.0
"sphincterotomy of the minor duodenal papilla [accessory papilla], by esophagogastroduodenoscopy",0.0
"poisoning by other biological substances, nec - other specified places",0.05
sulfate,0.05
clambda,0.0
"temporary partial occlusion of the inferior vena cava, by transcutaneous venous approach",0.05
indication,0.0
other findings,0.1
controlled substance agreement,0.05
eribulin,0.0
finasteride,0.0
colchicine 0.6 mg oral tablet,0.1
nc biochem lab,0.1
hemolyzed sample,0.0
white blood cell count,0.2
parasite search,0.0
consult / referral to center for sports medicine,0.1
naproxen 250 mg oral tablet,0.75
ibuprofen 600 mg oral tablet,0.25
ibuprofen 20 mg/ml oral suspension,0.25
"niflumic acid - nifluril, 250 mg capsule",0.2
"nexen 100 mg, sachet",0.0
naproxen / sumatriptan,0.2
famotidine / ibuprofen,0.25
ibuprofen 400 mg oral tablet,0.25
estramustine,0.05
Lymphocytes/100 cells,0.1
trazodone,0.01
Urea/Creatinine,0.1
neoral,0.2
"heparin sodium, porcine 1000 unt/ml injectable solution",0.05
lidocaine 0.05 mg/mg medicated patch,0.2
hct vfr.df bldv,0.0
bicarbonates,0.05
hepatitis c virus igg,0.05
benzethonium / benzocaine,0.0
oxygen saturation,0.1
leukocytes other,0.1
pramoxine / zinc oxide,0.0
polymyxin b / trimethoprim,0.0
calamine / pramoxine topical product,0.1
pramoxine / zinc acetate,0.05
cd56 percent,0.05
ra+cd62l+cd3 mm,0.25
total nk percent,0.0
cd3+cd8 percent,0.1
ra + cd62l + cd8mm,0.85
ra+cd62l+cd4 mm,0.85
cd3+cd8 mm,0.1
ra+cd62l+cd4 percent,0.25
cd16 percent,0.0
cd45ra+cd3 percent,0.1
cd45ra+cd3 mm,0.1
cd3+cd4 percent,0.1
cd3 mm,0.05
cd3 percent,0.05
cd3+cd4 mm,0.1
cd3+ti ab percent,0.1
cd2 mm,0.0
cd3+ti ab mm,0.1
cd45ro/ra+cd3 mm,0.1
cd45ro+cd3 mm,0.1
cd40 normal control percent,0.0
total nk normal control percent,0.05
cd3+cd4 normal control percent,0.05
cd20 normal control percent,0.05
cd2 normal control percent,0.0
cd3+ti ab normal control percent,0.1
cd45ro/ra+cd3 normal control percent,0.1
cd19 normal control percent,0.05
cd3 normal control percent,0.05
cd16 normal control percent,0.05
abdominal aorta and lower extremity arteriography by transcutaneous lumbar intra-aortic injection,0.05
dexrazoxane,0.05
potassium iodide,0.0
hyperpotassemia,0.1
"unilateral or bilateral removal of a ureteral stent, by retrograde endoscopy",0.0
removal of a ureteral stent by retrograde endoscopy,0.0
peritoneal lavage with insertion of an intraperitoneal catheter via a transcutaneous route,0.05
bevacizumab,0.1
lymphosarcoma,0.05
ivermectin,0.0
zinc pyrithione,0.0
costochondritis,0.25
"injection, aflibercept, 1 mg, ziv-aflibercept",0.1
proteins,0.05
adverse effect: psychostimulants subject to abuse,0.05
"canakinumab - ilaris, 150 mg/1 ml sol inj, vial",0.85
therapeutic actions,0.1
mineral deficiency nec,0.1
lactulose 667 mg/ml oral solution,0.0
consult / referral to procedure clinic,0.1
psychogenic disorder,0.05
tizanidine,0.1
pbs no,0.0
ana pattern,0.2
thioguanine,0.1
dulaglutide,0.05
Hydroxychloroquine,0.85
"ustekinumab - stelara, 130 mg/26 ml inj",0.1
polyethylene glycols,0.1
bacitracin / polymyxin b,0.0
miconazole / zinc oxide topical product,0.0
ciprofloxacin otic product,0.0
hydrogen peroxide,0.0
bacitracin / polymyxin b ophthalmic product,0.01
2 ml gentamicin 10 mg/ml injection,0.1
humulin n,0.0
granulocyte count,0.1
prochlorperazine 10 mg oral tablet,0.1
nifediac,0.1
tobacco use,0.1
morphine sulfate 1 mg/ml injection,0.1
4 ml norepinephrine 1 mg/ml injection,0.0
15 ml dibasic potassium phosphate 236 mg/ml / monobasic potassium phosphate 224 mg/ml injection,0.05
localization,0.1
"puncture or fine needle aspiration of a superficial organ on a target, via a transcutaneous route with ultrasound guidance",0.1
oxazepam,0.0
vitamin d,0.1
"estrogens, conjugated (usp)",0.1
megaloblastic anemia,0.05
estradiol,0.05
phenylephrine,0.01
nedocromil,0.0
hyoscyamine,0.1
Sjogrens syndrome-A extractable nuclear 60kD Ab,0.65
drospirenone / ethinyl estradiol / levomefolate,0.0
dexlansoprazole,0.0
"estrogens, conjugated (usp) / medroxyprogesterone",0.1
alendronic acid,0.1
ethinyl estradiol / etonogestrel,0.01
"colpotrophine 1%, cream",0.0
"physiogine 1 mg, tablets",0.1
intestinal malabsorption (non-celiac),0.1
estradiol / norethindrone,0.0
atropine,0.01
drospirenone / ethinyl estradiol,0.0
psychosis,0.05
cefuroxime,0.0
benign neoplasm of unspecified sites,0.05
salicylates,0.75
potassium gluconate,0.05
urethritis and urethral syndrome,0.05
proteinuria,0.2
acute bronchospasm,0.05
ptosis of eyelid,0.05
apomorphine,0.05
adrenal hypofunction,0.05
hydrocephalus,0.0
cirrhosis of liver without mention of alcohol,0.05
rimexolone,0.1
methscopolamine,0.05
hydroquinone,0.0
vitamin e,0.05
aspirin / butalbital / caffeine,0.1
minoxidil topical product,0.05
folic acid / vitamin b12 / vitamin b6,0.1
aspirin / caffeine,0.1
folic acid / polysaccharide iron complex / vitamin b12,0.05
calcium ascorbate / calcium threonate / ferrous asparto glycinate / folic acid / polysaccharide iron complex / succinic acid / vitamin b12,0.05
homatropine,0.05
fluoxetine 20 mg oral capsule,0.1
paroxetine hydrochloride 10 mg oral tablet,0.1
fluoxetine 10 mg oral capsule,0.1
fluoxetine / olanzapine,0.0
escitalopram 10 mg oral tablet,0.1
sertraline 100 mg oral tablet,0.1
paroxetine hydrochloride 20 mg oral tablet,0.1
sertraline 25 mg oral tablet,0.1
lexapro,0.1
sertraline 50 mg oral tablet,0.1
presence of right artificial knee joint,0.2
unstable angina (intermediate coronary syndrome),0.0
influenza,0.0
hyperparathyroidism,0.05
poisoning by psychotropic agents,0.0
"malignant neoplasm of liver, primary",0.0
other venous embolism and thrombosis,0.1
erectile dysfunction [ed],0.05
thyroid cancer,0.0
urinary calculus,0.0
myocardial infarction,0.0
viral enteritis,0.0
pulmonary congestion and hypostasis,0.1
calculus of ureter,0.0
cerebrovascular disease,0.05
alcoholism,0.0
anticoagulants causing adverse effects,0.2
viral hepatitis c,0.0
epilepsy,0.0
pathologic fracture,0.25
hereditary hemochromatosis,0.05
hypocalcemia,0.1
metaxalone,0.1
propantheline,0.05
citric acid,0.0
trimethoprim,0.0
altered mental status,0.05
hypopotassemia,0.05
amiloride,0.0
cyclobenzaprine,0.1
amoxapine,0.0
"nordaz 7.5 mg, tablets",0.1
1000 ml glucose 50 mg/ml / potassium chloride 0.04 meq/ml / sodium chloride 9 mg/ml injection,0.05
150 ml sodium chloride 9 mg/ml injection,0.05
sodium chloride 0.0769 meq/ml,0.0
500 ml magnesium sulfate 40 mg/ml injection,0.05
calcium chloride / fibrinogen / fibrinolysis inhibitor / thrombin,0.05
ammonium chloride,0.0
glucose / potassium chloride / sodium chloride,0.0
sodium chloride 30 mg/ml inhalation solution,0.0
glycophos,0.0
50 ml sodium bicarbonate 84 mg/ml injection,0.05
golytely,0.0
50 ml potassium chloride 0.4 meq/ml injection,0.0
calcium chloride / glucose / lactate / potassium chloride / sodium chloride,0.0
1000 ml glucose 50 mg/ml / potassium chloride 0.02 meq/ml / sodium chloride 9 mg/ml injection,0.0
miglustat,0.0
plerixafor,0.1
"adverse effect: barbiturates, nec",0.05
prednisolone ophthalmic product,0.2
urea,0.05
cholesterol.total/cholesterol.in hdl,0.0
"tianeptine - stablon 12.5 mg, tablets",0.0
magnesium oxide,0.05
magnesium carbonate,0.0
supplement for specific examination prior and subsequent to the fitting of a mandibular advancement device in the treatment of obstructive sleep apnea-hypopnea syndrome,0.0
supplement for performing an electroencephalography act at home or in a facility without electroencephalographic equipment,0.0
radiography of the hemiskelet or the complete skeleton in adults,0.25
100 ml magnesium sulfate 40 mg/ml injection,0.0
250 ml sodium chloride 9 mg/ml injection,0.0
contact irradiation for malignant disease,0.0
ct-guided navigation,0.05
supplement for oral and dental procedures for the care of patients with severe disabilities,0.1
"imaging for interventional radiology or interventional cardiology procedure level 21, performed in an imaging room",0.05
supplement for dental surgical care for a patient with a long-term illness and treated with direct oral anticoagulants [doac] or vitamin k antagonists [vka],0.1
cd3+cd4:cd3+cd8 ratio normal control,0.1
cd3+ti gd percent,0.1
cd3+cd8 normal control percent,0.05
ra+cd62l+cd3 normal conrtol percent,0.2
cd3+ti gd normal control percent,0.05
cd45ra+cd3 normal control percent,0.05
cd20 percent,0.1
cd3+cd4:cd3+cd8 ratio,0.1
ra+cd62l+cd3 percent,0.25
patient wbc,0.1
cd2 percent,0.0
mirtazapine,0.05
gentamicin sulfate (usp) / prednisolone,0.25
moviprep,0.0
tedizolid,0.01
magnesium/calcium,0.05
ferric citrate,0.1
cycloserine,0.05
sevelamer,0.0
mannitol,0.01
contrast medium injection supplement for intervertebral discography,0.05
intraoperative somatosensory evoked potential monitoring during spinal surgery,0.05
"imaging for interventional radiology or interventional cardiology procedure level 7, performed in an imaging room",0.05
sodium chloride nasal product,0.01
quantitative test for pharmacodynamic agents or allergen provocation test involving a measurement of the reactivity threshold,0.1
"imaging for interventional radiology or interventional cardiology procedure level 9, performed in an imaging room",0.05
cd16 mm,0.05
total nk mm,0.0
cd45ro/ra+cd3 percent,0.1
patient facs lt#,0.1
ra + cd62l + cd8 normal control percent,0.2
cd45ro+cd3 normal control percent,0.05
cd56 mm,0.05
cd10 normal control percent,0.0
cd56 normal control percent,0.05
lymph sum normal control,0.05
patient absolute lymphs,0.2
cd45 mm,0.1
calcium carbonate,0.05
tiopronin,0.1
acetohydroxamic acid,0.05
cefaclor,0.0
renvela,0.0
rofecoxib,0.85
acquired deformities of hip,0.2
acquired deformities of knee,0.25
fracture of pelvis,0.05
pindolol,0.05
"artelac (hypromellose), eye drops, single dose",0.05
hospital preparation: pilocarpine 5mg capsule,0.05
hip synovectomy by arthrotomy with two approaches including a posterior approach,0.75
biochemistry,0.05
jejunal enteroscopy with ileal enteroscopy,0.05
index 1,1.0
bendamustine,0.1
sézary count,0.05
fish oils,0.25
histamine,0.1
Radioactive iodine.thyroid/Radioactive iodine.dose,0.0
acetylcholine receptor ab,0.1
mitral valve disease,0.0
myringitis,0.0
glomerulonephritis,0.1
varicella zoster virus ag,0.05
viral hepatitis,0.0
retinol,0.01
viral hepatitis a,0.0
chronic hepatitis,0.0
lupus anticoagulant,0.1
sjogrens syndrome-a extractable nuclear igg,0.65
respiratory syncytial virus,0.0
chronic thyroiditis,0.05
chronic obstructive asthma,0.0
ribavirin,0.0
ritonavir,0.0
varicella zoster virus ab,0.05
hepatitis c,0.0
"injection, ranibizumab, 0.1 mg",0.05
scleroderma-70 antibody,0.1
periostitis,0.25
anti-jo-1 antibody,0.65
Bromide,0.05
crystals.amorphous,0.1
allergy studies,0.1
immune complex,0.25
Artifact,0.0
laboratory studies,0.2
maalox,0.0
polycose,0.0
autoimmune hemolytic anemias,0.25
mood disorders,0.05
centromere ab,0.2
rasburicase,0.05
bipolar,0.0
Rufinamide,0.01
rufinamide,0.0
inhibin,0.05
reducing substances,0.05
poractant alfa,0.0
periodontitis (acute or chronic),0.1
interleukin 2 receptor,0.2
inr,0.01
amylase,0.05
rubella virus igm,0.05
sjogrens syndrome-b extractable nuclear igg,0.65
asa external,0.05
rals comment,0.0
nil rflx,0.0
collagen/adp,0.1
rbc ratio,0.05
reticulocytes.immature/reticulocytes.total,0.05
nil,0.0
arg external,0.0
adjustment reaction,0.05
platelet aggregation adp induced,0.05
calcium acetate,0.05
neurological disorders,0.05
qft rflx instrument trigger,0.0
epres,0.0
hyaluronidase / rituximab,0.85
volume,0.0
bands,0.0
"creatinine, fluid",0.1
aptt,0.0
"poc fio2, arterial",0.0
casts,0.1
arterial dissection,0.0
autism,0.0
cerebral aneurysm,0.0
ipres,0.0
"ristocetin,1.0 mg/ml  rist agg",0.05
"ristocetin,1.5 mg/ml  rist agg",0.05
"ristocetin,1.2 mg/ml  rist agg",0.05
other,0.0
eosinophil,0.1
appendicitis,0.0
bronchitis,0.05
cholangitis,0.0
urate,0.2
keratoconjunctivitis,0.1
aortic valve disease,0.0
schizophrenia,0.0
sodium thiosulfate,0.05
diclofenac / misoprostol,0.75
aspirin- and butalbital- and caffeine-containing product,0.1
benzoate / caffeine,0.0
dysport,0.01
ra one daily essential tablet,0.9
rh type,0.25
nocharge,0.0
forms,0.0
abl package,0.0
abhr cream,0.2
audit,0.0
autologous lymphoma,0.0
reaction orders,0.05
=adenosine,0.05
allergen,0.05
ige receptor antibody,0.1
respiratory supplies,0.05
"radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",0.05
"radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.05
patient recall,0.05
"rpr, qualitative",0.05
cumulative trauma from repetitive motion,0.1
angiotensin ii,0.0
neutrophil,0.1
Rotavirus Ag,0.0
flu shot,0.1
encounter for prophylactic rho(d) immune globulin,0.05
abo/rh,0.01
self adl,0.05
activity,0.1
avapro,0.1
ambulatory aid,0.1
constitutional,0.1
remeron,0.0
assistance,0.0
rozerem,0.0
replacement fluid,0.1
tap,0.0
assistance device,0.1
par-activity,0.0
tacrofk,0.0
unasyn,0.0
free kappa,0.1
respiratory,0.05
spiriva,0.0
alphagan,0.0
actos,0.0
doxy,0.1
creon,0.0
proair,0.0
interventional radiology,0.1
pca medication,0.2
rfxucu,0.0
adalat,0.1
solution,0.0
assist/control,0.0
lumbar,0.1
rfxldlm,0.0
pca inject,0.2
macrophages,0.2
fortaz,0.0
kappa,0.0
turn,0.0
lyrica,0.1
home accidents,0.05
par-circulation,0.05
ranexa,0.0
drainage bag,0.05
vented,0.0
precedex,0.0
ataxia,0.05
anti-nuclear antibody,0.65
tivicay,0.0
response,0.95
speech,0.0
recombivax,0.0
x-ray,0.3
nares r,0.0
alternagel,0.1
depacon,0.1
singulair,0.1
gag reflex,0.0
pca bolus,0.05
cough reflex,0.01
surgibra,0.0
service,0.0
dilantin,0.0
balance,0.0
hla-dr,0.25
relistor,0.0
red top hold,0.0
respiratory rate,0.05
resistance insp,0.05
resistance exp,0.05
renagel,0.0
reyataz,0.0
"joint crystals, location",0.2
"strep a, rapid antigen",0.05
respiratory infections and inflammations with mcc,0.1
"joint crystals, shape",0.2
richmond-ras scale,0.1
"surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",0.05
muscle aches,0.25
rle color,0.0
any fear in relationships,0.0
respiratory rate (set),0.05
goal richmond-ras scale,0.1
risperdal,0.05
fever and inflammatory conditions,0.65
speed (rvad),0.0
alzheimer's disease,0.0
"urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.0
radial pulse r,0.0
activity intolerance ncp - plan revised,0.25
altered respiratory status ncp - plan revised,0.1
rsbi deferred,0.05
ric dressing occlusive,0.1
resp alarm - high,0.0
pain ncp - plan revised,0.2
heart rate,0.05
hypertensive heart and/or renal disease,0.05
capillary refill r,0.05
dialysis - crrt,0.0
return pressure,0.0
suction events (rvad),0.05
rle sensation,0.1
"anti-nuclear antibody, titer",0.65
uptake ratio,0.1
range of motion status,0.25
tf residual,0.1
hemodialysis,0.05
r pleural #1,0.05
end stage renal disease,0.1
home tf,0.0
uric acid,0.1
pain cause,0.1
viral hepatitis b,0.0
atrial fibrillation,0.05
uhold,0.0
abdominal aortic aneurysm,0.0
d5lr,0.0
brachial pulse r,0.05
anti-mitochondrial antibody,0.1
"rbc, pleural",0.1
chronic obstructive asthma with exacerbation,0.0
range of motion,0.25
atherosclerosis with mcc,0.05
other musculoskeletal system and connective tissue diagnoses without cc/mcc,0.25
posttib. pulses r,0.1
atherosclerosis of the extremities,0.1
"rbc, ascites",0.1
inflammatory bowel disease with mcc,0.05
interstitial lung disease with cc,0.2
chronic obstructive pulmonary disease with cc,0.05
anti-smooth muscle antibody,0.2
popliteal pulse r,0.1
subarachnoid hemorrhage,0.0
xarelto,0.0
finasteride 5 mg oral tablet,0.0
100 ml calcium gluconate 20 mg/ml injection,0.05
10 ml calcium gluconate 100 mg/ml injection,0.05
3 ml caffeine citrate 20 mg/ml injection,0.0
caffeine citrate 20 mg/ml oral solution,0.0
cafcit,0.0
methocarbamol 500 mg oral tablet,0.1
kionex,0.0
tamiflu,0.0
montelukast 10 mg oral tablet,0.1
allergy/adverse effect of penicillin,0.0
dapsone 100 mg oral tablet,0.1
fludrocortisone acetate 0.1 mg oral tablet,0.1
disorders of phosphorus metabolism,0.1
Mj Ab,0.0
anti-a,0.2
adnic,0.0
immunology,0.3
act commentary,0.0
research,0.0
diagnosis,0.0
admin interval,0.0
arterial,0.05
fwill rag elisa,0.1
medication,0.1
pcr ltr,0.05
